col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
51,Chick-fil-A,$,['Fast Food'],['(334) 271-1095'],(334) 271-1095,6921 Eastchase Lp,/biz/chick-fil-a-montgomery-4?osq=restaurants,Wetumpka,AL,36093,
52,Yellowhammer Cafe,$,['Breakfast & Brunch'],['(334) 239-7758'],(334) 239-7758,1961 Bell St,/biz/yellowhammer-cafe-montgomery?osq=restaurants,Wetumpka,AL,36093,
53,Goat Haus Biergarten,$,"['Breakfast & Brunch', 'Beer Gardens']",['(334) 625-9602'],(334) 625-9602,532 Clay St,/biz/goat-haus-biergarten-montgomery?osq=restaurants,Wetumpka,AL,36093,
54,Hunan Garden Chinese Restaurant,$,['Chinese'],['(334) 293-9346'],(334) 293-9346,963 Ann St,/biz/hunan-garden-chinese-restaurant-montgomery?osq=restaurants,Wetumpka,AL,36093,
55,McAlister’s Deli,$,"['Delis', 'Sandwiches', 'Salad']",['(334) 285-3334'],(334) 285-3334,2747 Legends Pkwy,/biz/mcalisters-deli-prattville?osq=restaurants,Wetumpka,AL,36093,
56,Chick-fil-A,$,['Fast Food'],['(334) 262-2017'],(334) 262-2017,915 Ann St,/biz/chick-fil-a-montgomery-5?osq=restaurants,Wetumpka,AL,36093,
57,Moe’s Southwest Grill,$,"['Tex-Mex', 'Mexican']",['(334) 273-9926'],(334) 273-9926,2900-E Zelda Rd,/biz/moes-southwest-grill-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
58,Schlotzsky’s,$,"['Sandwiches', 'Delis']",['(334) 409-9993'],(334) 409-9993,5055 Carmichael Rd,/biz/schlotzskys-montgomery?osq=restaurants,Wetumpka,AL,36093,
59,Brenda’s Bar B Q Pit,$,['Barbeque'],['(334) 264-4517'],(334) 264-4517,1457 Mobile Rd,/biz/brendas-bar-b-q-pit-montgomery?osq=restaurants,Wetumpka,AL,36093,
60,San Marcos,$,['Mexican'],['(334) 285-7022'],(334) 285-7022,3599 Hwy 14,/biz/san-marcos-millbrook?osq=restaurants,Wetumpka,AL,36093,
1,Dreamland BBQ,$$,['Barbeque'],['(334) 273-7427'],(334) 273-7427,12 W Jefferson St,/biz/dreamland-bbq-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
2,Sa Za,$$,['Italian'],['(334) 495-7292'],(334) 495-7292,130 Commerce St,/biz/sa-za-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
3,Wintzell’s Oyster House,$$,['Seafood'],['(334) 262-4257'],(334) 262-4257,105 Commerce St,/biz/wintzells-oyster-house-montgomery?osq=restaurants,Wetumpka,AL,36093,
4,Firebirds Wood Fired Grill,$$,"['Steakhouses', 'Wine Bars', 'Seafood']",['(334) 819-5132'],(334) 819-5132,7078 Eastchase Pkwy,/biz/firebirds-wood-fired-grill-montgomery?osq=restaurants,Wetumpka,AL,36093,
5,Filet & Vine,$$,"['Sandwiches', 'Southern']",['(334) 262-8463'],(334) 262-8463,431 Cloverdale Rd,/biz/filet-and-vine-montgomery?osq=restaurants,Wetumpka,AL,36093,
6,Wishbone Cafe,$$,"['Seafood', 'Cajun/Creole']",['(334) 244-7270'],(334) 244-7270,7028 Atlanta Hwy,/biz/wishbone-cafe-montgomery?osq=restaurants,Wetumpka,AL,36093,
7,D’ Road Cafe,$$,"['Latin American', 'Breakfast & Brunch', 'Desserts']",['(334) 328-2938'],(334) 328-2938,121 Montgomery St,/biz/d-road-cafe-montgomery?osq=restaurants,Wetumpka,AL,36093,
8,El Rey Burrito Lounge,$$,['Mexican'],['(334) 832-9688'],(334) 832-9688,1031 E Fairview Ave,/biz/el-rey-burrito-lounge-montgomery?osq=restaurants,Wetumpka,AL,36093,
9,Tomatinos Pizza & Bake Shop,$$,"['Pizza', 'Bakeries', 'Coffee & Tea']",['(334) 264-4241'],(334) 264-4241,503 Cloverdale Rd,/biz/tomatinos-pizza-and-bake-shop-montgomery?osq=restaurants,Wetumpka,AL,36093,
10,Capitol Oyster Bar,$$,"['American (New)', 'Seafood', 'Music Venues']",['(334) 239-8958'],(334) 239-8958,617 Shady St,/biz/capitol-oyster-bar-montgomery?osq=restaurants,Wetumpka,AL,36093,
11,Jim ‘N Nick’s Bar-B-Q,$$,"['Barbeque', 'Southern', 'Sandwiches']",['(334) 557-8185'],(334) 557-8185,2250 Cobbs Ford Rd,/biz/jim-n-nicks-bar-b-q-prattville?osq=restaurants,Wetumpka,AL,36093,
12,Lek’s Railroad Thai,$$,"['Thai', 'Sushi Bars']",['(334) 269-0708'],(334) 269-0708,300 Water St,/biz/leks-railroad-thai-montgomery?osq=restaurants,Wetumpka,AL,36093,
13,Baumhower’s Victory Grille,$$,"['Chicken Wings', 'American (Traditional)', 'Sports Bars']",['(334) 271-1831'],(334) 271-1831,2465 Eastern Blvd,/biz/baumhowers-victory-grille-montgomery?osq=restaurants,Wetumpka,AL,36093,
14,First Watch,$$,"['American (New)', 'Breakfast & Brunch', 'Cafes']",['(334) 277-0802'],(334) 277-0802,2920 Zelda Rd,/biz/first-watch-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
15,Sushi Cafe,$$,"['Japanese', 'Sushi Bars', 'Bars']",['(334) 819-7060'],(334) 819-7060,3004 Zelda Rd,/biz/sushi-cafe-montgomery?osq=restaurants,Wetumpka,AL,36093,
16,The Little Donkey,$$,['Mexican'],['(334) 625-1949'],(334) 625-1949,7720 Eastchase Pkwy,/biz/the-little-donkey-montgomery?osq=restaurants,Wetumpka,AL,36093,
17,Green Papaya Lao & Thai Cuisine,$$,['Thai'],['(334) 395-7654'],(334) 395-7654,409 Coliseum Blvd,/biz/green-papaya-lao-and-thai-cuisine-montgomery?osq=restaurants,Wetumpka,AL,36093,
18,Twin Peaks,$$,['American (Traditional)'],['(334) 603-8436'],(334) 603-8436,6814 Eastchase Pkwy,/biz/twin-peaks-montgomery?osq=restaurants,Wetumpka,AL,36093,
19,Jim ‘N Nick’s Bar-B-Q,$$,"['Barbeque', 'Southern', 'Sandwiches']",['(334) 239-3428'],(334) 239-3428,6415 Atlanta Hwy,/biz/jim-n-nicks-bar-b-q-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
20,NYC Gyro,$$,"['Greek', 'Chicken Wings', 'Salad']",['(334) 416-8161'],(334) 416-8161,15 Commerce St,/biz/nyc-gyro-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
21,Pies & Pints Montgomery,$$,"['Pizza', 'Pubs', 'Sandwiches']",['(334) 694-9161'],(334) 694-9161,7216 E Chase Park Way,/biz/pies-and-pints-montgomery-montgomery?osq=restaurants,Wetumpka,AL,36093,
22,So Gong Dong Tofu & BBQ,$$,['Korean'],['(334) 651-0835'],(334) 651-0835,1633 Eastern Blvd,/biz/so-gong-dong-tofu-and-bbq-montgomery?osq=restaurants,Wetumpka,AL,36093,
23,Irish Bred Pub & Restaurant,$$,"['Irish', 'Irish Pub']",['(334) 834-7559'],(334) 834-7559,78 Dexter Ave,/biz/irish-bred-pub-and-restaurant-montgomery?osq=restaurants,Wetumpka,AL,36093,
24,Midtown Pizza Kitchen,$$,"['Pizza', 'Italian']",['(334) 395-0080'],(334) 395-0080,2940 Zelda Rd,/biz/midtown-pizza-kitchen-montgomery?osq=restaurants,Wetumpka,AL,36093,
25,Bonefish Grill,$$,"['Seafood', 'American (New)', 'Cocktail Bars']",(334) 396-1770,The Shoppes At East Chase,/biz/bonefish-grill-montgomery?osq=restaurants,Wetumpka,AL,36093,,
25,Bonefish Grill,$$,"['Seafood', 'American (New)', 'Cocktail Bars']",(334) 396-1770,The Shoppes At East Chase,/biz/the-shoppes-at-east-chase-montgomery,Wetumpka,AL,36093,,
26,Red Robin Gourmet Burgers,$$,"['Burgers', 'American (Traditional)']",['(334) 396-1078'],(334) 396-1078,7005 East Chase Parkway,/biz/red-robin-gourmet-burgers-montgomery?osq=restaurants,Wetumpka,AL,36093,
27,India Palace,$$,"['Indian', 'Pakistani']",['(334) 245-9340'],(334) 245-9340,2801 Vaughn Plaza Rd,/biz/india-palace-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
28,K & J Rib Shack,$$,"['Steakhouses', 'Barbeque']",['(334) 356-1368'],(334) 356-1368,4255 S Court St,/biz/k-and-j-rib-shack-montgomery?osq=restaurants,Wetumpka,AL,36093,
29,Wasabi Japanese Cuisine,$$,"['Sushi Bars', 'Japanese', 'Asian Fusion']",['(334) 517-1555'],(334) 517-1555,117 Coosa St,/biz/wasabi-japanese-cuisine-montgomery?osq=restaurants,Wetumpka,AL,36093,
30,Cracker Barrel Old Country Store,$$,"['Breakfast & Brunch', 'American (Traditional)']",['(334) 244-1085'],(334) 244-1085,9191 Boyd Cooper Pkwy,/biz/cracker-barrel-old-country-store-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
31,Texas Roadhouse,$$,"['Barbeque', 'American (Traditional)', 'Steakhouses']",['(334) 396-7774'],(334) 396-7774,7525 Eastchase Parkway,/biz/texas-roadhouse-montgomery?osq=restaurants,Wetumpka,AL,36093,
32,Mellow Mushroom,$$,"['Pizza', 'Gluten-Free', 'Beer Bar']",['(334) 239-3688'],(334) 239-3688,79 Commerce St,/biz/mellow-mushroom-montgomery-4?osq=restaurants,Wetumpka,AL,36093,
33,Jalapeno’s in the Alley,$$,['Mexican'],['(334) 262-4939'],(334) 262-4939,130 Commerce St,/biz/jalapenos-in-the-alley-montgomery?osq=restaurants,Wetumpka,AL,36093,
34,Taziki’s Mediterranean Café,$$,['Mediterranean'],['(334) 409-3085'],(334) 409-3085,2564 Berryhill Rd,/biz/tazikis-mediterranean-caf%C3%A9-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
35,Mellow Mushroom,$$,"['Pizza', 'Bars', 'Salad']",['(334) 213-6443'],(334) 213-6443,7915 Vaughn Rd,/biz/mellow-mushroom-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
36,Cork & Cleaver,$$,['Gastropubs'],['(334) 676-2260'],(334) 676-2260,2960 Zelda Rd,/biz/cork-and-cleaver-montgomery?osq=restaurants,Wetumpka,AL,36093,
37,Osaka Sushi Bar,$$,"['Japanese', 'Sushi Bars', 'Salad']",['(334) 239-8205'],(334) 239-8205,8860 Minnie Brown Rd,/biz/osaka-sushi-bar-montgomery?osq=restaurants,Wetumpka,AL,36093,
38,Mellow Mushroom,$$,"['Pizza', 'Bars', 'Sandwiches']",['(334) 290-2088'],(334) 290-2088,2641 Legends Pkwy,/biz/mellow-mushroom-prattville?osq=restaurants,Wetumpka,AL,36093,
39,Wharf Casual Seafood,$$,"['Seafood', 'Fish & Chips']",['(334) 676-3200'],(334) 676-3200,3954 Atlanta Hwy,/biz/wharf-casual-seafood-montgomery?osq=restaurants,Wetumpka,AL,36093,
40,Cracker Barrel Old Country Store,$$,"['Southern', 'Breakfast & Brunch', 'American (Traditional)']",['(334) 365-9600'],(334) 365-9600,796 Business Park Dr,/biz/cracker-barrel-old-country-store-prattville?osq=restaurants,Wetumpka,AL,36093,
41,Kalim Garden Korean BBQ,$$,['Korean'],['(334) 356-2285'],(334) 356-2285,5806 Woodmere Blvd,/biz/kalim-garden-korean-bbq-montgomery?osq=restaurants,Wetumpka,AL,36093,
42,Charles Anthony’s Restaurant At The Pub,$$,"['Seafood', 'Steakhouses']",['(334) 281-3911'],(334) 281-3911,10044 Chantilly Pkwy,/biz/charles-anthonys-restaurant-at-the-pub-montgomery?osq=restaurants,Wetumpka,AL,36093,
43,LáTaste,$$,['Vietnamese'],['(334) 356-1149'],(334) 356-1149,1868 E Main St,/biz/l%C3%A1taste-prattville-2?osq=restaurants,Wetumpka,AL,36093,
44,Noodles Cafe,$$,"['Thai', 'Noodles']",['(334) 517-1179'],(334) 517-1179,8123 Vaughn Rd,/biz/noodles-cafe-montgomery?osq=restaurants,Wetumpka,AL,36093,
45,Mings Garden Chinese Restaurant,$$,['Chinese'],['(334) 277-8188'],(334) 277-8188,1741 Eastern Blvd,/biz/mings-garden-chinese-restaurant-montgomery?osq=restaurants,Wetumpka,AL,36093,
46,Buffalo Wild Wings,$$,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']",['(334) 272-5547'],(334) 272-5547,1414 Taylor Rd,/biz/buffalo-wild-wings-montgomery?osq=restaurants,Wetumpka,AL,36093,
47,Jan’s Beach House Grill,$$,"['American (Traditional)', 'Seafood']",['(334) 277-8300'],(334) 277-8300,850 Eastern Blvd,/biz/jans-beach-house-grill-montgomery?osq=restaurants,Wetumpka,AL,36093,
48,Kabuki Japanese Steakhouse and Sushi,$$,"['Japanese', 'Sushi Bars', 'Steakhouses']",['(334) 273-8885'],(334) 273-8885,7834 Vaughn Rd,/biz/kabuki-japanese-steakhouse-and-sushi-montgomery?osq=restaurants,Wetumpka,AL,36093,
49,La Jolla,$$,"['American (New)', 'Bars', 'Tapas/Small Plates']",['(334) 356-2600'],(334) 356-2600,8147 Vaughn Rd,/biz/la-jolla-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
50,Yokohama,$$,"['Japanese', 'Salad', 'Soup']",['(334) 517-1891'],(334) 517-1891,2767 Bell Rd,/biz/yokohama-montgomery?osq=restaurants,Wetumpka,AL,36093,
51,Satsuki,$$,['Japanese'],['(334) 239-7450'],(334) 239-7450,6534 Atlanta Hwy,/biz/satsuki-montgomery?osq=restaurants,Wetumpka,AL,36093,
52,Chili’s,$$,"['Tex-Mex', 'American (Traditional)', 'Bars']",['(334) 270-1973'],(334) 270-1973,7355 Eastchase Pkwy,/biz/chilis-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
53,Midtown Pizza Kitchen,$$,"['Pizza', 'Italian']",['(334) 285-6128'],(334) 285-6128,584 Pinnacle Pl,/biz/midtown-pizza-kitchen-prattville?osq=restaurants,Wetumpka,AL,36093,
54,Olive Garden Italian Restaurant,$$,"['Italian', 'Salad']",['(334) 260-9220'],(334) 260-9220,2700 Eastern Blvd,/biz/olive-garden-italian-restaurant-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
55,Ala Thai East,$$,['Thai'],['(334) 271-3141'],(334) 271-3141,6663 Atlanta Hwy,/biz/ala-thai-east-montgomery?osq=restaurants,Wetumpka,AL,36093,
56,Shrimp Basket,$$,['Seafood'],['(334) 523-0466'],(334) 523-0466,7900 Vaughn Rd,/biz/shrimp-basket-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
57,IHOP,$$,"['American (Traditional)', 'Breakfast & Brunch', 'Burgers']",['(334) 260-0795'],(334) 260-0795,115 Eastern Blvd,/biz/ihop-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
58,Catfish House,$$,['Seafood'],['(334) 285-7225'],(334) 285-7225,3011 Cobbs Ford Rd,/biz/catfish-house-millbrook?osq=restaurants,Wetumpka,AL,36093,
59,Ixtapa Bar & Grill,$$,"['Mexican', 'Bars']",['(334) 277-7600'],(334) 277-7600,7157 Eastchase Pkwy,/biz/ixtapa-bar-and-grill-montgomery?osq=restaurants,Wetumpka,AL,36093,
60,Outback Steakhouse,$$,['Steakhouses'],['(334) 270-9495'],(334) 270-9495,1430 Taylor Rd,/biz/outback-steakhouse-montgomery-4?osq=restaurants,Wetumpka,AL,36093,
1,Central,$$$,"['Bars', 'American (Traditional)', 'Venues & Event Spaces']",['(334) 517-1155'],(334) 517-1155,129 Coosa St,/biz/central-montgomery-3?osq=restaurants,Wetumpka,AL,36093,
2,Jubilee Seafood,$$$,['Seafood'],['(334) 262-6224'],(334) 262-6224,1057 Woodley Rd,/biz/jubilee-seafood-montgomery?osq=restaurants,Wetumpka,AL,36093,
3,Vintage Year,$$$,"['Steakhouses', 'Seafood', 'Bars']",['(334) 819-7215'],(334) 819-7215,405 Cloverdale Rd,/biz/vintage-year-montgomery-2?osq=restaurants,Wetumpka,AL,36093,
4,Oak Tavern,$$$,"['Pubs', 'American (New)']",['(334) 290-2129'],(334) 290-2129,2500 Legends Cir,/biz/oak-tavern-prattville?osq=restaurants,Wetumpka,AL,36093,
1,Wow Wings,$$$$,"['Chicken Wings', 'Burgers', 'Wraps']",['(334) 398-8778'],(334) 398-8778,1130 Ann St,/biz/wow-wings-montgomery?osq=restaurants,Wetumpka,AL,36093,
1,Walmart Supercenter,$,"['Grocery', 'Department Stores']",['(334) 223-7177'],(334) 223-7177,851 Ann St,/biz/walmart-supercenter-montgomery-2?osq=shopping,Wetumpka,AL,36093,
1,Walmart Supercenter,$,"['Grocery', 'Department Stores']",['(334) 223-7177'],(334) 223-7177,851 Ann St,/biz/jackson-hewitt-tax-service-montgomery-2,Wetumpka,AL,36093,
2,El Chido,$,"['Mexican', 'Grocery']",['(334) 272-9758'],(334) 272-9758,152 N Burbank Dr,/biz/el-chido-montgomery?osq=shopping,Wetumpka,AL,36093,
3,Maxwell AFB Commissary,$,['Grocery'],,335 S Kelly St,,/biz/maxwell-afb-commissary-montgomery?osq=shopping,Wetumpka,AL,36093,
4,Goodwill Industries,$,"['Thrift Stores', 'Donation Center']",['(334) 215-1723'],(334) 215-1723,5326 Atlanta Hwy,/biz/goodwill-industries-montgomery?osq=shopping,Wetumpka,AL,36093,
5,Newsouth Bookstore,$,['Bookstores'],['(334) 834-3556'],(334) 834-3556,105 S Court St,/biz/newsouth-bookstore-montgomery?osq=shopping,Wetumpka,AL,36093,
6,Montgomery Curb Market,$,['Grocery'],['(334) 263-6445'],(334) 263-6445,1004 Madison Ave,/biz/montgomery-curb-market-montgomery?osq=shopping,Wetumpka,AL,36093,
7,Publix Super Markets,$,['Grocery'],['(334) 244-4481'],(334) 244-4481,3026 Zelda Rd,/biz/publix-super-markets-montgomery-4?osq=shopping,Wetumpka,AL,36093,
8,T J Maxx,$,['Department Stores'],['(334) 271-4151'],(334) 271-4151,2741 Eastern Blvd,/biz/t-j-maxx-montgomery?osq=shopping,Wetumpka,AL,36093,
9,Ross Dress for Less,$,"['Department Stores', ""Women's Clothing"", 'Discount Store']",(334) 272-0996,The Shoppes At East Chase,/biz/ross-dress-for-less-montgomery?osq=shopping,Wetumpka,AL,36093,,
9,Ross Dress for Less,$,"['Department Stores', ""Women's Clothing"", 'Discount Store']",(334) 272-0996,The Shoppes At East Chase,/biz/the-shoppes-at-east-chase-montgomery,Wetumpka,AL,36093,,
10,Knicker Knacker Market,$,['Grocery'],['(334) 261-4003'],(334) 261-4003,163 Lee St,/biz/knicker-knacker-market-montgomery-2?osq=shopping,Wetumpka,AL,36093,
11,Books a Million,$,['Bookstores'],7074 Eastchase Pkwy,"Montgomery, AL 36117",(334) 273-4679,/biz/books-a-million-montgomery?osq=shopping,Wetumpka,AL,36093,
12,Maxwell Military Clothing Sales Store,$,"[""Men's Clothing""]",851 1st St,"Montgomery, AL 36112",(334) 263-1884,/biz/maxwell-military-clothing-sales-store-montgomery?osq=shopping,Wetumpka,AL,36093,
13,CVS Pharmacy,$,['Drugstores'],6990 Atlanta Hwy,"Montgomery, AL 36117",(334) 271-5861,/biz/cvs-pharmacy-montgomery-10?osq=shopping,Wetumpka,AL,36093,
14,Dirt Cheap,$,['Discount Store'],5334 Atlanta Hwy,"Montgomery, AL 36109",(334) 277-6125,/biz/dirt-cheap-montgomery?osq=shopping,Wetumpka,AL,36093,
15,Walmart Supercenter,$,"['Department Stores', 'Grocery']",6495 Atlanta Hwy,"Montgomery, AL 36117",(334) 272-0263,/biz/walmart-supercenter-montgomery?osq=shopping,Wetumpka,AL,36093,
15,Walmart Supercenter,$,"['Department Stores', 'Grocery']",6495 Atlanta Hwy,"Montgomery, AL 36117",(334) 272-0263,/biz/smartstyle-montgomery-4,Wetumpka,AL,36093,
16,Ross Dress for Less,$,"['Department Stores', ""Women's Clothing"", 'Home Decor']",2760 Legends Pkwy,"Prattville, AL 36066",(334) 285-7237,/biz/ross-dress-for-less-prattville?osq=shopping,Wetumpka,AL,36093,
17,Target,$,"['Department Stores', 'Furniture Stores', 'Electronics']",2754 Legends Pkwy,"Prattville, AL 36066",(334) 290-6000,/biz/target-prattville?osq=shopping,Wetumpka,AL,36093,
18,Walmart Supercenter,$,['Department Stores'],1903 Cobbs Ford Rd,"Prattville, AL 36066",(334) 361-2135,/biz/walmart-supercenter-prattville?osq=shopping,Wetumpka,AL,36093,
18,Walmart Supercenter,$,['Department Stores'],1903 Cobbs Ford Rd,"Prattville, AL 36066",(334) 361-2135,/biz/jackson-hewitt-tax-service-prattville-4,Wetumpka,AL,36093,
19,Rudy Furniture,$,"['Furniture Stores', 'Baby Gear & Furniture']",2505 Eastern Blvd,"Montgomery, AL 36117",(334) 260-2898,/biz/rudy-furniture-montgomery?osq=shopping,Wetumpka,AL,36093,
20,Walgreens,$,"['Drugstores', 'Cosmetics & Beauty Supply', 'Convenience Stores']",3892 Atlanta Hwy,"Montgomery, AL 36109",(334) 270-0757,/biz/walgreens-montgomery-10?osq=shopping,Wetumpka,AL,36093,
21,MAPCO Mart,$,"['Convenience Stores', 'Gas Stations']",7670 Vaughn Rd,"Montgomery, AL 36116",(334) 244-2092,/biz/mapco-mart-montgomery?osq=shopping,Wetumpka,AL,36093,
22,Visions Cards and Games,$,"['Tabletop Games', 'Hobby Shops']",107 N Burbank Dr,"Montgomery, AL 36117",(334) 215-3334,/biz/visions-cards-and-games-montgomery-2?osq=shopping,Wetumpka,AL,36093,
23,CVS Pharmacy,$,['Drugstores'],3000 Rosa Parks Ave,"Montgomery, AL 36105",(334) 263-0225,/biz/cvs-pharmacy-montgomery-3?osq=shopping,Wetumpka,AL,36093,
24,Entec Station 103,$,['Convenience Stores'],1024 Ann St,"Montgomery, AL 36107",(334) 262-2638,/biz/entec-station-103-montgomery?osq=shopping,Wetumpka,AL,36093,
25,Nohan Raceway,$,['Convenience Stores'],910 US Highway 231,"Wetumpka, AL 36093",(334) 567-6266,/biz/nohan-raceway-wetumpka?osq=shopping,Wetumpka,AL,36093,
26,Dollar General Store,$,['Department Stores'],5456 Atlanta Hwy,"Montgomery, AL 36109",(334) 213-0042,/biz/dollar-general-store-montgomery-5?osq=shopping,Wetumpka,AL,36093,
27,The Children’s Place,$,"[""Children's Clothing""]",7044 Eastchase Pkwy,"Montgomery, AL 36117",(334) 215-8888,/biz/the-childrens-place-montgomery?osq=shopping,Wetumpka,AL,36093,
28,Bush’s Grocery & Deli,$,"['Grocery', 'Delis']",80991 Tallassee Hwy,"Eclectic, AL 36024",(334) 541-3693,/biz/bushs-grocery-and-deli-eclectic-2?osq=shopping,Wetumpka,AL,36093,
29,Trade’n Books,$,['Bookstores'],1402 Madison Ave,"Montgomery, AL 36107",(334) 263-2772,/biz/traden-books-montgomery?osq=shopping,Wetumpka,AL,36093,
30,Murphy USA,$,"['Gas Stations', 'Convenience Stores']",2189 Cobbs Ford Rd,"Prattville, AL 36066",(334) 285-1405,/biz/murphy-usa-prattville?osq=shopping,Wetumpka,AL,36093,
31,Maxwell AFB Class Six,$,"['Beer, Wine & Spirits', 'Convenience Stores']",,3RD St,,/biz/maxwell-afb-class-six-montgomery?osq=shopping,Wetumpka,AL,36093,
32,Raceway,$,['Convenience Stores'],['(334) 396-3395'],(334) 396-3395,1323 Eastern Blvd,/biz/raceway-montgomery-2?osq=shopping,Wetumpka,AL,36093,
33,Z Tec,$,['Convenience Stores'],['(334) 279-9989'],(334) 279-9989,9611 Vaughn Rd,/biz/z-tec-pike-road?osq=shopping,Wetumpka,AL,36093,
34,Scent Wizards,$,"['Cosmetics & Beauty Supply', 'Gift Shops']",['(334) 233-1554'],(334) 233-1554,114 Company St,/biz/scent-wizards-wetumpka?osq=shopping,Wetumpka,AL,36093,
35,Creek Convenience Store,$,"['Gas Stations', 'Convenience Stores']",['(334) 514-2700'],(334) 514-2700,89 River Oaks Dr,/biz/creek-convenience-store-wetumpka?osq=shopping,Wetumpka,AL,36093,
36,Nine West & Co,$,['Shoe Stores'],['(518) 792-8749'],(518) 792-8749,1439 State Route 9,/biz/nine-west-and-co-lake-george?osq=shopping,Wetumpka,AL,36093,
37,Big Lots,$,['Department Stores'],['(334) 409-2483'],(334) 409-2483,6543 Atlanta Highway,/biz/big-lots-montgomery-3?osq=shopping,Wetumpka,AL,36093,
38,Memories Flea Antique Mall,$,"['Antiques', 'Flea Markets']",['(334) 491-5800'],(334) 491-5800,1724 E Main St,/biz/memories-flea-antique-mall-prattville?osq=shopping,Wetumpka,AL,36093,
39,Quality Comix,$,"['Comic Books', 'Toy Stores']",['(334) 272-1787'],(334) 272-1787,500 Eastern Blvd,/biz/quality-comix-montgomery?osq=shopping,Wetumpka,AL,36093,
40,Dollar Tree,$,['Discount Store'],['(334) 834-7327'],(334) 834-7327,949 Ann St,/biz/dollar-tree-montgomery-3?osq=shopping,Wetumpka,AL,36093,
41,America’s Thrift Stores,$,['Thrift Stores'],1722 E Main St,"Prattville, AL 36066",(334) 365-7800,/biz/americas-thrift-stores-prattville?osq=shopping,Wetumpka,AL,36093,
42,Express,$,"['Gas Stations', 'Convenience Stores']",,25 E Selfridge St,"Montgomery, AL 36112",/biz/express-montgomery?osq=shopping,Wetumpka,AL,36093,
43,Walmart Neighborhood Market,$,['Grocery'],8035 Vaughn Rd,"Montgomery, AL 36116",(334) 777-5881,/biz/walmart-neighborhood-market-montgomery-2?osq=shopping,Wetumpka,AL,36093,
44,Adams Street Drug,$,['Drugstores'],934 Adams Avenue,"Montgomery, AL 36104",(334) 264-3496,/biz/adams-street-drug-montgomery?osq=shopping,Wetumpka,AL,36093,
1,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",2576 Berryhill Rd,"Montgomery, AL 36117",(334) 356-6265,/biz/target-montgomery?osq=shopping,Wetumpka,AL,36093,
2,The Shoppes At East Chase,$$,['Shopping Centers'],7274 Eastchase Pkwy,"Montgomery, AL 36117",(334) 279-6046,/biz/the-shoppes-at-east-chase-montgomery?osq=shopping,Wetumpka,AL,36093,
3,Eastdale Mall,$$,['Shopping Centers'],1000 Eastdale Mall,"Montgomery, AL 36117",(334) 277-2019,/biz/eastdale-mall-montgomery?osq=shopping,Wetumpka,AL,36093,
4,Walmart Supercenter,$$,"['Department Stores', 'Grocery']",10710 Chantilly Pkwy,"Montgomery, AL 36117",(334) 272-7377,/biz/walmart-supercenter-montgomery-3?osq=shopping,Wetumpka,AL,36093,
5,Helping Hands Thrift Store,$$,['Thrift Stores'],421 Coliseum Blvd.,"Montgomery, AL 36109",(334) 649-2426,/biz/helping-hands-thrift-store-montgomery?osq=shopping,Wetumpka,AL,36093,
6,Eastbrook Flea Market & Antique Mall,$$,['Flea Markets'],425 Coliseum Blvd,"Montgomery, AL 36109",(334) 277-4027,/biz/eastbrook-flea-market-and-antique-mall-montgomery?osq=shopping,Wetumpka,AL,36093,
7,Coosa Outdoor Center,$$,"['Rafting/Kayaking', 'Outdoor Gear']",172 River Rd,"Wetumpka, AL 36092",(334) 201-5510,/biz/coosa-outdoor-center-wetumpka?osq=shopping,Wetumpka,AL,36093,
8,Mystical Treasures Emporium,$$,"['Personal Shopping', 'Books, Mags, Music & Video', 'Jewelry']",,Serving Montgomery and the Surrounding Area,(334) 356-6444,/biz/mystical-treasures-emporium-montgomery-2?osq=shopping,Wetumpka,AL,36093,
9,Cost Plus World Market,$$,"['Furniture Stores', 'Home Decor', 'Beer, Wine & Spirits']",2534 Berryhill Rd,"Montgomery, AL 36117",(334) 395-8008,/biz/cost-plus-world-market-montgomery-2?osq=shopping,Wetumpka,AL,36093,
10,Marcia Weber Art Objects,$$,['Art Galleries'],118 E Bridge St,"Wetumpka, AL 36092",(334) 220-5349,/biz/marcia-weber-art-objects-wetumpka-2?osq=shopping,Wetumpka,AL,36093,
11,Sam’s Club,$$,"['Department Stores', 'Wholesale Stores', 'Grocery']",1080 Eastern Blvd.,"Montgomery, AL 36117",(334) 272-0277,/biz/sams-club-montgomery?osq=shopping,Wetumpka,AL,36093,
